image,summary_wikipedia,eventLabel,date,event,label,article,participants,article_en
http://commons.wikimedia.org/wiki/Special:FilePath/Vel%C3%A1zquez%20-%20de%20Breda%20o%20Las%20Lanzas%20%28Museo%20del%20Prado%2C%201634-35%29.jpg,,Eighty Years' War,1568-06-02T00:00:00Z,http://www.wikidata.org/entity/Q164432,,,"['Geuzen', ' Watergeuzen', ' Kingdom of France', ' Dutch Republic', ' Union of Arras', ' Kingdom of England', ' Kingdom of Scotland', ' Spanish Empire', ' Principality of Nassau-Diez', ' Seventeen Provinces', ' Iberian Union', ' Union of Utrecht', ' County of Nassau', ' Geuzen', ' Watergeuzen', ' Kingdom of France', ' Dutch Republic', ' Union of Arras', ' Kingdom of England', ' Kingdom of Scotland', ' Spanish Empire', ' Principality of Nassau-Diez', ' Seventeen Provinces', ' Iberian Union', ' Union of Utrecht', ' County of Nassau']",https://en.wikipedia.org/wiki/Eighty_Years'_War
http://commons.wikimedia.org/wiki/Special:FilePath/Woundedknee1891.jpg,"The Ghost Dance War was the military reaction of the United States government against the spread of the Ghost Dance movement on Lakota Sioux reservations in 1890 and 1891. The U.S. Army designation for this conflict was Pine Ridge Campaign. White settlers called it the Messiah War. Lakota Sioux reservations were occupied by the U.S. Army, causing fear, confusion, and resistance among the Lakota. It resulted in the Wounded Knee Massacre wherein the 7th Cavalry killed over 250 Lakota, primarily unarmed women, children, and elders, at Wounded Knee on December 29, 1890. The end of the Ghost Dance War is usually dated January 15, 1891, when Lakota Ghost-Dancing leader Kicking Bear decided to meet with US officials. However, the U.S. government continued to use the threat of violence to suppress the Ghost Dance at Lakota reservations Pine Ridge, Rosebud, Cheyenne River, and Standing Rock.

",Ghost Dance War,1890-12-29T00:00:00Z,http://www.wikidata.org/entity/Q5557072,,,"['Hunkpapa', ' United States of America', ' Miniconjou']",https://en.wikipedia.org/wiki/Ghost_Dance_War
http://commons.wikimedia.org/wiki/Special:FilePath/Wladiwostok%20Parade%201918.jpg,"The Allied intervention in the Russian Civil War consisted of a series of multi-national military expeditions that began in 1918. The initial impetus behind the interventions was to secure munitions and supply depots from falling into the German Empire's hands, particularly after the Bolsheviks signed the Treaty of Brest Litovsk, and to rescue the Allied forces that had become trapped within Russia after the 1917 October Revolution. After the Armistice of 11 November 1918, the Allied plan changed to helping the  White forces in the Russian Civil War. After the Whites collapsed, the Allies withdrew their forces from Russia by 1925.Allied troops landed in Arkhangelsk (the North Russia intervention of 1918–1919) and in Vladivostok (as part of the Siberian intervention of 1918–1922). The British also intervened in the Baltic theatre (1918–1919) and in the Caucasus (1917–1919). French-led Allied forces participated in the Southern Russia intervention (1918–1919). 
Allied efforts were hampered by divided objectives, war-weariness after World War I, and a rising discontent among some troops and sailors who were reluctant to fight the world's first socialist state; this reluctance sometimes led to mutiny. These factors, together with the evacuation of the Czechoslovak Legion in September 1920, led the western Allied powers to end the North Russia and Siberian interventions in 1920, though the Japanese intervention in Siberia continued until 1922 and the Empire of Japan continued to occupy the northern half of Sakhalin until 1925.",Allied intervention in the Russian Civil War,1918-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2001082,,,"['White movement', ' Second Polish Republic', ' United Kingdom of Great Britain and Ireland', ' Estonia', ' Republic of China', ' French Third Republic', ' Kingdom of Romania', "" Mongolian People's Party"", ' Latvian Socialist Soviet Republic', ' Kingdom of Greece', ' Kingdom of Serbia', ' Kingdom of Italy', ' United States of America', ' Russian Soviet Federative Socialist Republic', ' Czechoslovakia', ' Empire of Japan', ' Far Eastern Republic', ' Commune of the Working People of Estonia', ' Ukrainian Soviet Socialist Republic']",https://en.wikipedia.org/wiki/Allied_intervention_in_the_Russian_Civil_War
http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B4%D0%B0%D1%87%D0%B0%20%D1%82%D1%83%D1%80%D0%B5%D1%86%D0%BA%D0%BE%D0%B9%20%D0%BA%D1%80%D0%B5%D0%BF%D0%BE%D1%81%D1%82%D0%B8%20%D1%80%D1%83%D1%81%D1%81%D0%BA%D0%BE%D0%B9%20%D0%B0%D1%80%D0%BC%D0%B8%D0%B8.jpg,,Russo-Turkish War (1828–1829),1829-01-01T00:00:00Z,http://www.wikidata.org/entity/Q287942,,,,https://en.wikipedia.org/wiki/Russo-Turkish_War_(1828–1829)
http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A6%D0%B0%D1%80%D1%8C%D0%B3%D1%80%D0%B0%D0%B4.jpg,"The siege of Constantinople of 860 was the only major military expedition of the Rus' Khaganate (Byzantine Greek: Ῥῶς) recorded in Byzantine and Western European sources. The casus belli was the construction of the fortress Sarkel by Byzantine engineers, restricting the Rus' trade route along the Don River in favor of the Khazars. Accounts vary, with discrepancies between contemporary and later sources, and the outcome is unknown in detail.
It is known from Byzantine sources that the Rus' caught Constantinople unprepared; preoccupied by the ongoing Arab–Byzantine wars, the empire was unable, at least initially, to make an effective response to the attack. After pillaging the suburbs of the Byzantine capital, the Rus' retreated for the day and continued their siege in the night after exhausting the Byzantine troops and causing disorganization. The event gave rise to a later Orthodox Christian tradition, which ascribed the deliverance of Constantinople to a miraculous intervention by the Theotokos.",Siege of Constantinople (860),0860-01-01T00:00:00Z,http://www.wikidata.org/entity/Q815167,,,['Byzantine Empire'],https://en.wikipedia.org/wiki/Siege_of_Constantinople_(860)
http://commons.wikimedia.org/wiki/Special:FilePath/1897-02-08%2C%20La%20Ilustraci%C3%B3n%20Art%C3%ADstica%2C%20Guerra%20de%20Cuba%2C%20Sargento%20de%20Sig%C3%BCenza%20en%20el%20combate%20de%20Ceja%20del%20Toro%20y%20defensa%20del%20convoy%20de%20Vi%C3%B1ales%2C%20G%C3%B3mez%20Carrera%20%28cropped%29.jpg,"The Cuban War of Independence (Spanish: Guerra de Independencia cubana), also known in Cuba as The Necessary War (Spanish: La Guerra Necesaria), fought from 1895 to 1898, was the last of three liberation wars that Cuba fought against Spain, the other two being the Ten Years' War (1868–1878) and the Little War (1879–1880). The final three months of the conflict escalated to become the Spanish–American War, with United States forces being deployed in Cuba, Puerto Rico, and the Philippine Islands against Spain. Historians disagree as to the extent that United States officials were motivated to intervene for humanitarian reasons but agree that yellow journalism exaggerated atrocities attributed to Spanish forces against Cuban civilians.",War of 95 (Necessary War),1895-02-24T00:00:00Z,http://www.wikidata.org/entity/Q1514908,,,,https://en.wikipedia.org/wiki/Cuban_War_of_Independence
http://commons.wikimedia.org/wiki/Special:FilePath/PigWar-boundaries.png,"The Pig War was a confrontation in 1859 between the United States and the United Kingdom over the British–U.S. border in the San Juan Islands, between Vancouver Island (present-day Canada) and the State of Washington. The Pig War, so called because it was triggered by the shooting of a pig, is also called the Pig Episode, the Pig and Potato War, the San Juan Boundary Dispute, and the Northwestern Boundary Dispute. Despite being referred to as a ""war"", there were no casualties on either side.",Pig War,1859-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1064335,,,"['United Kingdom', ' United States of America']",https://en.wikipedia.org/wiki/Pig_War_(1859)
http://commons.wikimedia.org/wiki/Special:FilePath/Caceresiglesias.jpg,The Peruvian civil war of 1884–1885 was an internal Peruvian conflict that resulted from Peru's defeat in the War of the Pacific. The casus belli was the Treaty of Ancón.,Peruvian Civil War of 1884–1885,1884-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2834353,,,,https://en.wikipedia.org/wiki/Peruvian_Civil_War_of_1884–1885
http://commons.wikimedia.org/wiki/Special:FilePath/1993%20Georgia%20war1.svg,"The Georgian Civil War lasted from 1991 to 1993 in the South Caucasian country of Georgia. It consisted of inter-ethnic and international conflicts in the regions of South Ossetia and Abkhazia, as well as the violent military coup d'état against the first democratically-elected President of Georgia, Zviad Gamsakhurdia, and his subsequent uprising in an attempt to regain power.
While the Gamsakhurdia rebellion was eventually defeated, the South Ossetia and Abkhazia conflicts resulted in the de facto secession of both regions from Georgia. As a result, both conflicts have lingered on, with occasional flare-ups.",Georgian Civil War,1991-12-22T00:00:00Z,http://www.wikidata.org/entity/Q1070890,,,,https://en.wikipedia.org/wiki/Georgian_Civil_War
http://commons.wikimedia.org/wiki/Special:FilePath/Krzysztof%20Radziwi%C5%82%C5%82%20%28m%C5%82odszy%29%20%281585-1640%29.jpg,,Polish–Swedish War (1617-18),1617-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2373506,,,"['Polish–Lithuanian Commonwealth', ' Sweden']",https://en.wikipedia.org/wiki/Polish–Swedish_War_(1617–1618)
http://commons.wikimedia.org/wiki/Special:FilePath/Friesische%20Seelande%20um%201300.png,"The Great Frisian War (West Frisian: Grutte Fryske Oarloch) was an armed conflict in Frisia which lasted nine years in the 15th century, from 1413 to 1422.
The war began in East Frisia as a result of a runaway dispute between the chieftains Keno II tom Brok and Hisko Abdena, during which all important parties in Frisia chose a side and civil war ensued. The war had mixed results; with the exception of the van Bronckhorst family in the city of Groningen, none of the warring parties would gain a lasting advantage. Near the end of the conflict, Frisian freedom was imperiled when a foreign ruler, John of Bavaria who was asked to intervene on the side of the Skieringers, decided to make a bid for power himself. His Hollandic troops were driven out shortly, however, and the Frisians would retain their freedom until 1498. On 1 February 1422, all parties came to Groningen to make peace.",Great Frisian War,1413-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2040276,,,"['tom Brok', ' Van Heeckeren', ' Vetkopers and Schieringers', ' van Bronckhorst']",https://en.wikipedia.org/wiki/Great_Frisian_War
